League ID,League,Club,Club Logo Small,Club Logo Big,Overall,ATT,MID,DEF,Country,Scout Region,Dom. Prestige,Int'l Prestige,League Rep,Int'l Comp,Youth Scouting Region
1,Premier League,Newcastle United,https://i.imgur.com/e5mflIR.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l13.png,81,80,82,78,England,8,6,5,8,,Britain
1,Premier League,Nottingham Forest,https://i.imgur.com/9qFyicl.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l14.png,77,76,77,77,England,8,3,2,8,,Britain
1,Premier League,Southampton,https://i.imgur.com/hWfAHFe.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l17.png,75,74,74,74,England,8,5,3,8,,Britain
1,Premier League,Tottenham Hotspur,https://i.imgur.com/Si5ZnPa.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l18.png,81,81,81,82,England,8,8,7,8,2,Britain
1,Premier League,West Ham United,https://i.imgur.com/oWsKmxT.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l19.png,79,80,81,78,England,8,6,5,8,,Britain
1,Premier League,Wolverhampton,https://i.imgur.com/em6sSQA.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110.png,77,76,77,75,England,8,5,3,8,,Britain
2,Championship,Blackburn Rovers,https://i.imgur.com/eL5RAtO.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l3.png,69,70,70,69,England,8,2,1,4,,Britain
2,Championship,Bristol City,https://i.imgur.com/vLbDnmN.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1919.png,69,65,69,70,England,8,2,1,4,,Britain
2,Championship,Burnley,https://i.imgur.com/kgq4luL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1796.png,73,71,74,73,England,8,3,2,4,,Britain
2,Championship,Cardiff City,https://i.imgur.com/WL5uHBP.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1961.png,71,72,71,72,England,8,2,1,4,,Britain
2,Championship,Coventry City,https://i.imgur.com/HsRpIeU.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1800.png,70,70,71,70,England,8,2,1,4,,Britain
2,Championship,Derby County,https://i.imgur.com/NtUuJqa.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l91.png,68,69,67,69,England,8,2,1,4,,Britain
2,Championship,Hull City,https://i.imgur.com/EBPim62.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1952.png,71,71,71,70,England,8,2,1,4,,Britain
2,Championship,Leeds United,https://i.imgur.com/X6D83qz.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l8.png,74,72,74,74,England,8,3,2,4,,Britain
2,Championship,Luton Town,https://i.imgur.com/b4UxGEV.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1923.png,73,74,72,70,England,8,2,1,4,,Britain
2,Championship,Middlesbrough,https://i.imgur.com/bRz2sdz.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l12.png,71,71,71,71,England,8,2,1,4,,Britain
2,Championship,Millwall,https://i.imgur.com/2B3TPeK.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l97.png,69,70,68,70,England,8,2,1,4,,Britain
2,Championship,Norwich City,https://i.imgur.com/IqsBmO5.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1792.png,71,72,70,70,England,8,2,1,4,,Britain
2,Championship,Oxford United,https://i.imgur.com/X46zvpi.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1951.png,68,67,68,67,England,8,1,1,4,,Britain
2,Championship,Plymouth Argyle,https://i.imgur.com/ZZnzcWH.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1929.png,69,69,70,68,England,8,1,1,4,,Britain
2,Championship,Portsmouth,https://i.imgur.com/vHgUP1q.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1790.png,67,65,67,67,England,8,2,1,4,,Britain
2,Championship,Preston North End,https://i.imgur.com/JwuSfZY.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1801.png,70,70,70,69,England,8,2,1,4,,Britain
2,Championship,Queens Park Rangers,https://i.imgur.com/u1v7ymH.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l15.png,70,70,71,70,England,8,2,1,4,,Britain
2,Championship,Sheffield United,https://i.imgur.com/VF5Hp2c.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1794.png,71,70,71,70,England,8,2,1,4,,Britain
2,Championship,Sheffield Wednesday,https://i.imgur.com/txszaaj.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1807.png,69,70,68,69,England,8,2,1,4,,Britain
2,Championship,Stoke City,https://i.imgur.com/RL8En0g.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1806.png,69,66,70,68,England,8,2,1,4,,Britain
2,Championship,Sunderland,https://i.imgur.com/g0SEQUT.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l106.png,70,60,69,70,England,8,4,2,4,,Britain
2,Championship,Swansea City,https://i.imgur.com/tuwsi9t.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1960.png,69,69,70,69,England,8,2,1,4,,Britain
2,Championship,Watford,https://i.imgur.com/G3bLhKX.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1795.png,70,69,71,69,England,8,2,1,4,,Britain
2,Championship,West Bromwich Albion,https://i.imgur.com/u4k94xU.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l109.png,71,71,71,70,England,8,3,2,4,,Britain
3,League One,Barnsley,https://i.imgur.com/htZAnJV.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1932.png,66,63,68,65,England,8,2,1,2,,Britain
3,League One,Birmingham City,https://i.imgur.com/8e6BMQK.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l88.png,70,70,70,71,England,8,2,1,2,,Britain
3,League One,Blackpool,https://i.imgur.com/KhipcjS.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1926.png,66,65,66,66,England,8,1,1,2,,Britain
3,League One,Bolton Wanderers,https://i.imgur.com/ogYnSzj.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l4.png,67,67,67,67,England,8,2,1,2,,Britain
3,League One,Bristol Rovers,https://i.imgur.com/XJ94yVk.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1962.png,64,64,64,62,England,8,1,1,2,,Britain
3,League One,Burton Albion,https://i.imgur.com/1unKTPG.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l15015.png,63,63,62,63,England,8,1,1,2,,Britain
3,League One,Cambridge United,https://i.imgur.com/1YCWAwO.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1944.png,64,65,62,64,England,8,1,1,2,,Britain
3,League One,Charlton Athletic,https://i.imgur.com/2HNnmbA.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l89.png,65,64,66,65,England,8,2,1,2,,Britain
3,League One,Crawley Town,https://i.imgur.com/slKg3wt.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110890.png,62,62,63,62,England,8,1,1,2,,Britain
3,League One,Exeter City,https://i.imgur.com/cCyCpI1.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l143.png,63,63,65,62,England,8,1,1,2,,Britain
3,League One,Huddersfield Town,https://i.imgur.com/kTmGsFf.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1939.png,67,67,66,67,England,8,2,1,2,,Britain
3,League One,Leyton Orient,https://i.imgur.com/glLr7nz.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1958.png,64,64,64,64,England,8,1,1,2,,Britain
3,League One,Lincoln City,https://i.imgur.com/WwhPMmf.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l149.png,65,63,66,65,England,8,1,1,2,,Britain
3,League One,Mansfield Town,https://i.imgur.com/mAKKyMP.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1940.png,64,64,65,64,England,8,1,1,2,,Britain
3,League One,Northampton Town,https://i.imgur.com/7QyLRCy.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1930.png,65,64,66,65,England,8,1,1,2,,Britain
3,League One,Peterborough United,https://i.imgur.com/7Pw9ewe.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1938.png,64,65,66,62,England,8,1,1,2,,Britain
3,League One,Reading,https://i.imgur.com/PS9G1kM.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1793.png,65,64,66,65,England,8,2,1,2,,Britain
3,League One,Rotherham United,https://i.imgur.com/kBQPAic.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1797.png,67,67,67,66,England,8,2,1,2,,Britain
3,League One,Shrewsbury Town,https://i.imgur.com/PUc90MR.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l127.png,63,62,62,63,England,8,1,1,2,,Britain
3,League One,Stevenage,https://i.imgur.com/CZLnp9K.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l361.png,65,65,64,65,England,8,1,1,2,,Britain
3,League One,Stockport County,https://i.imgur.com/B45ucuF.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1931.png,65,65,65,64,England,8,1,1,2,,Britain
3,League One,Wigan Athletic,https://i.imgur.com/NGO4Ojr.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1917.png,64,61,64,65,England,8,2,1,2,,Britain
3,League One,Wrexham,https://i.imgur.com/HFA9oZE.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1947.png,65,64,67,65,England,8,1,1,2,,Britain
3,League One,Wycombe Wanderers,https://i.imgur.com/maxqEKK.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1933.png,65,63,66,65,England,8,1,1,2,,Britain
4,League Two,Accrington Stanley,https://i.imgur.com/lTT3U3h.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110313.png,59,55,59,58,England,8,1,1,1,,Britain
4,League Two,AFC Wimbledon,https://i.imgur.com/XQ6Ik7y.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112259.png,62,63,62,62,England,8,1,1,1,,Britain
4,League Two,Barrow,https://i.imgur.com/4JyPLro.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l381.png,62,61,62,61,England,8,1,1,1,,Britain
4,League Two,Bradford City,https://i.imgur.com/hma6FYG.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1804.png,63,63,63,63,England,8,1,1,1,,Britain
4,League Two,Bromley,https://i.imgur.com/DMIdfRg.png,https://i.imgur.com/DMIdfRg.png,60,61,59,59,England,8,1,1,1,,Britain
4,League Two,Carlisle United,https://i.imgur.com/NlCfmR5.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1480.png,63,63,63,62,England,8,1,1,1,,Britain
4,League Two,Cheltenham Town,https://i.imgur.com/fuzM33Z.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1936.png,60,61,61,60,England,8,1,1,1,,Britain
4,League Two,Chesterfield,https://i.imgur.com/mJuaJLG.png,https://i.imgur.com/mJuaJLG.png,62,64,61,63,England,8,1,1,1,,Britain
4,League Two,Colchester United,https://i.imgur.com/xAWIJDd.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1935.png,62,61,63,61,England,8,1,1,1,,Britain
4,League Two,Crewe Alexandra,https://i.imgur.com/UfISPhI.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l121.png,61,62,62,57,England,8,1,1,1,,Britain
4,League Two,Doncaster Rovers,https://i.imgur.com/dooYmPL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l142.png,62,65,63,62,England,8,1,1,1,,Britain
4,League Two,Fleetwood Town,https://i.imgur.com/fQsXfqb.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112260.png,62,59,63,61,England,8,1,1,1,,Britain
4,League Two,Gillingham,https://i.imgur.com/rxj4nkd.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1802.png,63,64,63,63,England,8,1,1,1,,Britain
4,League Two,Grimsby Town,https://i.imgur.com/Z6LDJ6o.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l92.png,61,63,61,62,England,8,1,1,1,,Britain
4,League Two,Harrogate Town,https://i.imgur.com/IS8jytr.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112222.png,61,58,61,60,England,8,1,1,1,,Britain
4,League Two,Milton Keynes Dons,https://i.imgur.com/mIfLxnL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1798.png,63,63,64,63,England,8,1,1,1,,Britain
4,League Two,Morecambe,https://i.imgur.com/etWqZ5J.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l357.png,60,61,60,60,England,8,1,1,1,,Britain
4,League Two,Newport County,https://i.imgur.com/PtoPjRm.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112254.png,60,61,60,59,England,8,1,1,1,,Britain
4,League Two,Notts County,https://i.imgur.com/YSiPew3.png,https://i.imgur.com/YSiPew3.png,63,63,64,63,England,8,1,1,1,,Britain
4,League Two,Port Vale,https://i.imgur.com/16TrBst.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1928.png,63,63,64,62,England,8,1,1,1,,Britain
4,League Two,Salford City,https://i.imgur.com/NGZRKmh.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l113926.png,63,63,62,63,England,8,1,1,1,,Britain
4,League Two,Swindon Town,https://i.imgur.com/EUKPQ6X.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1934.png,62,62,61,61,England,8,1,1,1,,Britain
4,League Two,Tranmere Rovers,https://i.imgur.com/mCCfUKa.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l15048.png,62,60,62,62,England,8,1,1,1,,Britain
4,League Two,Walsall,https://i.imgur.com/mScfroy.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1803.png,62,60,62,62,England,8,1,1,1,,Britain
5,Bundesliga,1. FC Heidenheim,https://i.imgur.com/NLAlfjS.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l111235.png,72,71,71,73,Germany,6,3,2,7,1,Central Europe
5,Bundesliga,Augsburg,https://i.imgur.com/DDbaMVk.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l100409.png,74,74,74,74,Germany,6,4,2,7,,Central Europe
5,Bundesliga,Bayer Leverkusen,https://i.imgur.com/lxjkqhB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l32.png,83,82,84,82,Germany,6,8,7,7,3,Central Europe
5,Bundesliga,Bayern Munich,https://i.imgur.com/EwnwLeb.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l21.png,84,90,83,82,Germany,6,10,9,7,3,Central Europe
5,Bundesliga,Borussia Dortmund,https://i.imgur.com/Haz2kVr.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l22.png,81,81,82,81,Germany,6,9,8,7,3,Central Europe
5,Bundesliga,Eintracht Frankfurt,https://i.imgur.com/QUvVAFk.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1824.png,76,76,76,77,Germany,6,6,5,7,2,Central Europe
5,Bundesliga,Holstein Kiel,https://i.imgur.com/E9lHT4T.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l576.png,69,69,70,68,Germany,6,3,2,7,,Central Europe
5,Bundesliga,Mainz 05,https://i.imgur.com/GTvK40K.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l169.png,74,74,74,74,Germany,6,5,3,7,,Central Europe
5,Bundesliga,Mönchengladbach,https://i.imgur.com/RKMqHkn.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l23.png,75,76,76,74,Germany,6,7,5,7,,Central Europe
5,Bundesliga,RB Leipzig,https://i.imgur.com/1OOJMVi.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l112172.png,80,81,80,80,Germany,6,7,6,7,3,Central Europe
5,Bundesliga,SC Freiburg,https://i.imgur.com/Y96pe3v.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l25.png,76,78,76,77,Germany,6,5,3,7,,Central Europe
5,Bundesliga,St. Pauli,https://i.imgur.com/Bkd5tbB.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110329.png,70,70,71,70,Germany,6,3,2,7,,Central Europe
5,Bundesliga,TSG 1899 Hoffenheim,https://i.imgur.com/JqV18HL.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l10029.png,76,76,77,73,Germany,6,5,3,7,2,Central Europe
5,Bundesliga,Union Berlin,https://i.imgur.com/dEkqTKY.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1831.png,75,75,74,75,Germany,6,4,2,7,,Central Europe
5,Bundesliga,VfB Stuttgart,https://i.imgur.com/gWsldTC.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l36.png,76,80,76,74,Germany,6,6,4,7,3,Central Europe
5,Bundesliga,VfL Bochum,https://i.imgur.com/Naz2ObQ.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l160.png,72,71,72,72,Germany,6,3,2,7,,Central Europe
5,Bundesliga,VfL Wolfsburg,https://i.imgur.com/gM4ueAZ.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l175.png,76,76,76,75,Germany,6,7,5,7,,Central Europe
5,Bundesliga,Werder Bremen,https://i.imgur.com/dxSNrCU.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l38.png,74,75,74,74,Germany,6,5,3,7,,Central Europe
6,2. Bundesliga,1. FC Kaiserslautern,https://i.imgur.com/kVWpkUV.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l29.png,68,69,69,67,Germany,6,3,2,3,,Central Europe
6,2. Bundesliga,1. FC Köln,https://i.imgur.com/2EMKnti.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l31.png,72,68,72,69,Germany,6,4,3,3,,Central Europe
6,2. Bundesliga,1. FC Magdeburg,https://i.imgur.com/Oz1x8I4.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110588.png,68,68,66,68,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,1. FC Nürnberg,https://i.imgur.com/Gsrvakq.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l171.png,69,68,69,69,Germany,6,3,2,3,,Central Europe
6,2. Bundesliga,Darmstadt 98,https://i.imgur.com/JkdQJTy.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110502.png,70,69,69,70,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,Eintracht Braunschweig,https://i.imgur.com/EcYRLI5.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110500.png,68,69,67,68,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,Fortuna Düsseldorf,https://i.imgur.com/3l7O4Pi.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110636.png,70,70,70,70,Germany,6,3,1,3,,Central Europe
6,2. Bundesliga,Greuther Fürth,https://i.imgur.com/5SaWqoW.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l165.png,68,64,67,69,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,Hamburger SV,https://i.imgur.com/DGpLLaE.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l28.png,72,73,71,72,Germany,6,4,3,3,,Central Europe
6,2. Bundesliga,Hannover 96,https://i.imgur.com/9yLhxlK.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l485.png,70,70,69,71,Germany,6,3,2,3,,Central Europe
6,2. Bundesliga,Hertha BSC,https://i.imgur.com/mGVbs2k.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l166.png,71,66,70,71,Germany,6,4,3,3,,Central Europe
6,2. Bundesliga,Jahn Regensburg,https://i.imgur.com/rVGmjlC.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l543.png,66,66,67,65,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,Karlsruher SC,https://i.imgur.com/1auRKI8.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l1832.png,68,69,69,68,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,PreuBen Munster,https://i.imgur.com/tY9KgJR.png,https://i.imgur.com/tY9KgJR.png,66,67,67,65,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,SC Paderborn,https://i.imgur.com/FFHw9AD.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l10030.png,68,68,67,66,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,Schalke 04,https://i.imgur.com/JfZpyM8.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l34.png,69,73,69,69,Germany,6,5,4,3,,Central Europe
6,2. Bundesliga,SSV Ulm,https://i.imgur.com/L8Xc53w.png,https://i.imgur.com/L8Xc53w.png,65,64,65,66,Germany,6,2,1,3,,Central Europe
6,2. Bundesliga,SV Elversberg,https://i.imgur.com/OLggIQi.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l580.png,67,69,67,67,Germany,6,1,1,3,,Central Europe
7,3. Liga,1. FC Saarbrücken,https://i.imgur.com/dCIYd9O.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l523.png,65,65,65,66,Germany,6,1,1,1,,Central Europe
7,3. Liga,1860 Munich,https://i.imgur.com/WjLZCCy.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l33.png,65,65,65,64,Germany,6,2,1,1,,Central Europe
7,3. Liga,Alemannia Aachen,https://i.imgur.com/a0VisS7.png,https://i.imgur.com/a0VisS7.png,63,63,63,63,Germany,6,1,1,1,,Central Europe
7,3. Liga,Arminia Bielefeld,https://i.imgur.com/DF85j0c.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l159.png,65,64,65,64,Germany,6,2,1,1,,Central Europe
7,3. Liga,Borussia Dortmund II,https://i.imgur.com/IuAE35a.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l110676.png,63,64,64,61,Germany,6,1,1,1,,Central Europe
7,3. Liga,Dynamo Dresden,https://i.imgur.com/6wkOjtI.png,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/crest/dark/l503.png,66,66,65,66,Germany,6,1,1,1,,Central Europe
